id,project_id,name,role
199,199,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092",AUTHOR
200,200,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092",AUTHOR
201,201,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092",AUTHOR
202,202,Kulset Ellen Hiorth Marthinsen University of South-Eastern Norway,AUTHOR
203,203,Kulset Ellen Hiorth Marthinsen University of South-Eastern Norway,AUTHOR
204,204,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
205,205,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
206,206,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
207,207,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
208,208,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
209,209,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
210,210,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
211,211,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
212,212,"Nierenberg, Ellen UiT The Arctic University of Norway ORCID 0000-0001-8666-8092 Dahl, Tove Irene UiT The Arctic University of Norway ORCID 0000-0002-8036-8627",AUTHOR
213,213,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology",AUTHOR
214,214,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology",AUTHOR
215,215,Haukedal Thor Arne University of South-Eastern Norway,AUTHOR
216,216,Haukedal Thor Arne University of South-Eastern Norway,AUTHOR
217,217,Haukedal Thor Arne University of South-Eastern Norway,AUTHOR
218,218,Haukedal Thor Arne University of South-Eastern Norway,AUTHOR
219,219,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
220,220,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
221,221,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
222,222,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
223,223,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
224,224,"Herset, Maria Nord University ORCID 0000-0001-7738-5031",AUTHOR
225,225,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
226,226,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
227,227,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
228,228,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
229,229,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
230,230,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
231,231,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
232,232,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
233,233,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
234,234,i-MASTER consortium UiT The Arctic University of Norway ORCID https://orcid.org/0000-0002-9339-2933,AUTHOR
235,235,"Andreassen, Helene N. UiT The Arctic University of Norway ORCID 0000-0001-9450-803X",AUTHOR
236,236,"Andreassen, Helene N. UiT The Arctic University of Norway ORCID 0000-0001-9450-803X",AUTHOR
237,237,"Andreassen, Helene N. UiT The Arctic University of Norway ORCID 0000-0001-9450-803X",AUTHOR
238,238,"Andreassen, Helene N. UiT The Arctic University of Norway ORCID 0000-0001-9450-803X",AUTHOR
239,239,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology ORCID 0000-0003-4152-775X Riese, Emma KTH Royal Institute of Technology ORCID 0000-0002-4525-3568 Ukrop, Martin Masaryk University ORCID 0000-0001-8110-8926 Effenberger, Tomáš Masaryk University ORCID 0000-0001-5601-926X",AUTHOR
240,240,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology ORCID 0000-0003-4152-775X Riese, Emma KTH Royal Institute of Technology ORCID 0000-0002-4525-3568 Ukrop, Martin Masaryk University ORCID 0000-0001-8110-8926 Effenberger, Tomáš Masaryk University ORCID 0000-0001-5601-926X",AUTHOR
241,241,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology ORCID 0000-0003-4152-775X Riese, Emma KTH Royal Institute of Technology ORCID 0000-0002-4525-3568 Ukrop, Martin Masaryk University ORCID 0000-0001-8110-8926 Effenberger, Tomáš Masaryk University ORCID 0000-0001-5601-926X",AUTHOR
242,242,"Grov, Liv Ingrid Western Norway University of Applied Sciences",AUTHOR
243,243,"Grov, Liv Ingrid Western Norway University of Applied Sciences",AUTHOR
244,244,"Grov, Liv Ingrid Western Norway University of Applied Sciences",AUTHOR
245,245,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
246,246,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
247,247,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology",AUTHOR
248,248,"Lorås, Madeleine NTNU – Norwegian University of Science and Technology",AUTHOR
249,249,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
250,250,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
251,251,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
252,252,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
253,253,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
254,254,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
255,255,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
256,256,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
257,257,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
258,258,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
259,259,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
260,260,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
261,261,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
262,262,"Hermann, Roberto Rivas Nord University ORCID 0000-0003-3970-5481",AUTHOR
263,263,Mjøseng Anneline University of South-Eastern Norway Myrvold Jana University of South-Eastern Norway,AUTHOR
264,264,Mjøseng Anneline University of South-Eastern Norway Myrvold Jana University of South-Eastern Norway,AUTHOR
265,265,Mjøseng Anneline University of South-Eastern Norway Myrvold Jana University of South-Eastern Norway,AUTHOR
266,266,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
267,267,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
268,268,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
269,269,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
270,270,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
271,271,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
272,272,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
273,273,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
274,274,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
275,275,Flynn Fiona Mary University of South-Eastern Norway,AUTHOR
276,276,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
277,277,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
278,278,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
279,279,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
280,280,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
281,281,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
282,282,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
283,283,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X",AUTHOR
284,284,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
285,285,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
286,286,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
287,287,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
288,288,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
289,289,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
290,290,"Nacey, Susan Inland Norway University of Applied Sciences ORCID 0000-0003-2705-7392",AUTHOR
291,291,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
292,292,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
293,293,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
294,294,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
295,295,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
296,296,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
297,297,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
298,298,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
299,299,"Gabriel, Ute NTNU – Norwegian University of Science and Technology ORCID 0000-0001-6360-4969 Kim, Jonathan NTNU – Norwegian University of Science and Technology ORCID 0000-0002-7926-6834 Öttl, Anton NTNU – Norwegian University of Science and Technology Gygax, Pascal University of Fribourg, Switzerland Cui, Lei Shandong Normal University, China Hyönä, Jukka University of Turku, Finland Nagel, Olga Tomsk State University, Russia",AUTHOR
300,300,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
301,301,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
302,302,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
303,303,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
304,304,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
305,305,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
306,306,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
307,307,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
308,308,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
309,309,Kristiansen Selma Dzemidzic University of South-Eastern Norway,AUTHOR
310,310,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
311,311,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
312,312,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
313,313,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
314,314,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
315,315,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
316,316,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
317,317,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
318,318,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
319,319,"Campbell, Janine Anne University of Stavanger ORCID 0000-0001-7532-3523",AUTHOR
320,320,"Nesset, Tore UiT The Arctic University of Norway ORCID 0000-0003-1308-3506 Xavier, Kevin UiT The Arctic University of Norway",AUTHOR
321,321,"Nesset, Tore UiT The Arctic University of Norway ORCID 0000-0003-1308-3506 Xavier, Kevin UiT The Arctic University of Norway",AUTHOR
322,322,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
323,323,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
324,324,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
325,325,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
326,326,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
327,327,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
328,328,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
329,329,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
330,330,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
331,331,"Olafsson, Brynjar https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-3064-5881 Groth, Camilla https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-1327-4476 Kolesnyk, Larysa https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0003-4101-7418 Søyland, Lovise https://ror.org/05ecg5h20 ORCID https://orcid.org/0000-0001-6287-6671 Høibo, Ingrid Holmboe https://ror.org/05ecg5h20 ORCID https://orcid.org/0009-0007-8699-3822",AUTHOR
332,332,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
333,333,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
334,334,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
335,335,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
336,336,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
337,337,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
338,338,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
339,339,"Trivedi, Chirag NTNU – Norwegian University of Science and Technology ORCID https://orcid.org/0000-0002-2198-8981",AUTHOR
340,340,"Kang, Hui Dalian University of Foreign Languages ORCID 0000-0002-5979-1658 Xu, Jiajin Beijing Foreign Studies University ORCID 0000-0003-3454-9352",AUTHOR
341,341,"Kang, Hui Dalian University of Foreign Languages ORCID 0000-0002-5979-1658 Xu, Jiajin Beijing Foreign Studies University ORCID 0000-0003-3454-9352",AUTHOR
342,342,"Kang, Hui Dalian University of Foreign Languages ORCID 0000-0002-5979-1658 Xu, Jiajin Beijing Foreign Studies University ORCID 0000-0003-3454-9352",AUTHOR
343,343,"Kang, Hui Dalian University of Foreign Languages ORCID 0000-0002-5979-1658 Xu, Jiajin Beijing Foreign Studies University ORCID 0000-0003-3454-9352",AUTHOR
344,344,"Kang, Hui Dalian University of Foreign Languages ORCID 0000-0002-5979-1658 Xu, Jiajin Beijing Foreign Studies University ORCID 0000-0003-3454-9352",AUTHOR
345,345,"Aspaas, Per Pippin UiT The Arctic University of Norway ORCID 0000-0002-6760-9617 Magnaudeix, Léa Université de Toulouse ORCID 0000-0002-5151-5325",AUTHOR
346,346,"Aspaas, Per Pippin UiT The Arctic University of Norway ORCID 0000-0002-6760-9617 Magnaudeix, Léa Université de Toulouse ORCID 0000-0002-5151-5325",AUTHOR
347,347,"Aspaas, Per Pippin UiT The Arctic University of Norway ORCID 0000-0002-6760-9617 Magnaudeix, Léa Université de Toulouse ORCID 0000-0002-5151-5325",AUTHOR
348,348,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
349,349,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
350,350,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
351,351,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
352,352,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
353,353,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
354,354,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
355,355,"Sönning, Lukas University of Bamberg ORCID 0000-0002-2705-395X Pascoe, Graham Munich University of Applied Languages Rank, Isabel University of Bamberg Wunder, Christina University of Bamberg",AUTHOR
356,356,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
357,357,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
358,358,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
359,359,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
360,360,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
361,361,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
362,362,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
363,363,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
364,364,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
365,365,Hjellvik Simen University of South-Eastern Norway ORCID 0000-0002-2338-4698,AUTHOR
366,366,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
367,367,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
368,368,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
369,369,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
370,370,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
371,371,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
372,372,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
373,373,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
374,374,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
375,375,Krystian Andrzej Czerniak NTNU – Norwegian University of Science and Technology,AUTHOR
376,376,"Maouene, Josita Grand Valley State University, MI, USA ORCID 0000-0001-8744-4330 Sethuraman, Nitya University of Michigan, USA Uziel-Karl, Sigal Achva Academic College, Israel ORCID 0000-0003-1314-0048 Hidaka, Shohei Japan Advanced Institute of Science and Technology, Japan",AUTHOR
377,377,"Maouene, Josita Grand Valley State University, MI, USA ORCID 0000-0001-8744-4330 Sethuraman, Nitya University of Michigan, USA Uziel-Karl, Sigal Achva Academic College, Israel ORCID 0000-0003-1314-0048 Hidaka, Shohei Japan Advanced Institute of Science and Technology, Japan",AUTHOR
378,378,"Maouene, Josita Grand Valley State University, MI, USA ORCID 0000-0001-8744-4330 Sethuraman, Nitya University of Michigan, USA Uziel-Karl, Sigal Achva Academic College, Israel ORCID 0000-0003-1314-0048 Hidaka, Shohei Japan Advanced Institute of Science and Technology, Japan",AUTHOR
379,379,"Maouene, Josita Grand Valley State University, MI, USA ORCID 0000-0001-8744-4330 Sethuraman, Nitya University of Michigan, USA Uziel-Karl, Sigal Achva Academic College, Israel ORCID 0000-0003-1314-0048 Hidaka, Shohei Japan Advanced Institute of Science and Technology, Japan",AUTHOR
