id,project_id,keyword
1954,311,human development
1955,311,context
1956,311,culture
1957,311,Qualitative Comparative Analysis (QCA)
1958,311,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
1959,312,Social Sciences
1960,312,Other
1961,312,education policy
1962,312,PISA
1963,312,international comparative research
1964,312,system-specific factors
1965,312,gender equality
1966,312,human development
1967,312,context
1968,312,culture
1969,312,Qualitative Comparative Analysis (QCA)
1970,312,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
1971,313,Social Sciences
1972,313,Other
1973,313,education policy
1974,313,PISA
1975,313,international comparative research
1976,313,system-specific factors
1977,313,gender equality
1978,313,human development
1979,313,context
1980,313,culture
1981,313,Qualitative Comparative Analysis (QCA)
1982,313,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
1983,314,Social Sciences
1984,314,Other
1985,314,education policy
1986,314,PISA
1987,314,international comparative research
1988,314,system-specific factors
1989,314,gender equality
1990,314,human development
1991,314,context
1992,314,culture
1993,314,Qualitative Comparative Analysis (QCA)
1994,314,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
1995,315,Social Sciences
1996,315,Other
1997,315,education policy
1998,315,PISA
1999,315,international comparative research
2000,315,system-specific factors
2001,315,gender equality
2002,315,human development
2003,315,context
2004,315,culture
2005,315,Qualitative Comparative Analysis (QCA)
2006,315,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
2007,316,Social Sciences
2008,316,Other
2009,316,education policy
2010,316,PISA
2011,316,international comparative research
2012,316,system-specific factors
2013,316,gender equality
2014,316,human development
2015,316,context
2016,316,culture
2017,316,Qualitative Comparative Analysis (QCA)
2018,316,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
2019,317,Social Sciences
2020,317,Other
2021,317,education policy
2022,317,PISA
2023,317,international comparative research
2024,317,system-specific factors
2025,317,gender equality
2026,317,human development
2027,317,context
2028,317,culture
2029,317,Qualitative Comparative Analysis (QCA)
2030,317,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
2031,318,Social Sciences
2032,318,Other
2033,318,education policy
2034,318,PISA
2035,318,international comparative research
2036,318,system-specific factors
2037,318,gender equality
2038,318,human development
2039,318,context
2040,318,culture
2041,318,Qualitative Comparative Analysis (QCA)
2042,318,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
2043,319,Social Sciences
2044,319,Other
2045,319,education policy
2046,319,PISA
2047,319,international comparative research
2048,319,system-specific factors
2049,319,gender equality
2050,319,human development
2051,319,context
2052,319,culture
2053,319,Qualitative Comparative Analysis (QCA)
2054,319,education policy PISA international comparative research system-specific factors gender equality human development context culture Qualitative Comparative Analysis (QCA)
2055,320,Arts and Humanities
2056,320,Russian
2057,320,corpus
2058,320,Mobile vowel
2059,320,Preposition
2060,320,yer vowel
2061,320,machine learning
2062,320,Russian corpus Mobile vowel Preposition yer vowel machine learning
2063,321,Arts and Humanities
2064,321,Russian
2065,321,corpus
2066,321,Mobile vowel
2067,321,Preposition
2068,321,yer vowel
2069,321,machine learning
2070,321,Russian corpus Mobile vowel Preposition yer vowel machine learning
2071,322,Social Sciences
2072,322,Maker centered learning
2073,322,Education
2074,322,Creativity
2075,322,Embodied learning
2076,322,Makerspace
2077,322,Maker centered learning Education Creativity Embodied learning Makerspace
2078,323,Social Sciences
2079,323,Maker centered learning
2080,323,Education
2081,323,Creativity
2082,323,Embodied learning
2083,323,Makerspace
2084,323,Maker centered learning Education Creativity Embodied learning Makerspace
2085,324,Social Sciences
2086,324,Maker centered learning
2087,324,Education
2088,324,Creativity
2089,324,Embodied learning
2090,324,Makerspace
2091,324,Maker centered learning Education Creativity Embodied learning Makerspace
2092,325,Social Sciences
2093,325,Maker centered learning
2094,325,Education
2095,325,Creativity
2096,325,Embodied learning
2097,325,Makerspace
2098,325,Maker centered learning Education Creativity Embodied learning Makerspace
2099,326,Social Sciences
2100,326,Maker centered learning
2101,326,Education
2102,326,Creativity
2103,326,Embodied learning
2104,326,Makerspace
2105,326,Maker centered learning Education Creativity Embodied learning Makerspace
2106,327,Social Sciences
2107,327,Maker centered learning
2108,327,Education
2109,327,Creativity
2110,327,Embodied learning
2111,327,Makerspace
2112,327,Maker centered learning Education Creativity Embodied learning Makerspace
2113,328,Social Sciences
2114,328,Maker centered learning
2115,328,Education
2116,328,Creativity
2117,328,Embodied learning
2118,328,Makerspace
2119,328,Maker centered learning Education Creativity Embodied learning Makerspace
2120,329,Social Sciences
2121,329,Maker centered learning
2122,329,Education
2123,329,Creativity
2124,329,Embodied learning
2125,329,Makerspace
2126,329,Maker centered learning Education Creativity Embodied learning Makerspace
2127,330,Social Sciences
2128,330,Maker centered learning
2129,330,Education
2130,330,Creativity
2131,330,Embodied learning
2132,330,Makerspace
2133,330,Maker centered learning Education Creativity Embodied learning Makerspace
2134,331,Social Sciences
2135,331,Maker centered learning
2136,331,Education
2137,331,Creativity
2138,331,Embodied learning
2139,331,Makerspace
2140,331,Maker centered learning Education Creativity Embodied learning Makerspace
2141,332,Arts and Humanities
2142,332,causal subordinators
2143,332,"""because"""
2144,332,"""since"""
2145,332,contextual features
2146,332,argumentative essays
2147,332,syntax
2148,332,English
2149,332,"causal subordinators ""because"" ""since"" contextual features argumentative essays syntax English"
2150,333,Arts and Humanities
2151,333,causal subordinators
2152,333,"""because"""
2153,333,"""since"""
2154,333,contextual features
2155,333,argumentative essays
2156,333,syntax
2157,333,English
2158,333,"causal subordinators ""because"" ""since"" contextual features argumentative essays syntax English"
2159,334,Arts and Humanities
2160,334,causal subordinators
2161,334,"""because"""
2162,334,"""since"""
2163,334,contextual features
2164,334,argumentative essays
2165,334,syntax
2166,334,English
2167,334,"causal subordinators ""because"" ""since"" contextual features argumentative essays syntax English"
2168,335,Arts and Humanities
2169,335,causal subordinators
2170,335,"""because"""
2171,335,"""since"""
2172,335,contextual features
2173,335,argumentative essays
2174,335,syntax
2175,335,English
2176,335,"causal subordinators ""because"" ""since"" contextual features argumentative essays syntax English"
2177,336,Arts and Humanities
2178,336,causal subordinators
2179,336,"""because"""
2180,336,"""since"""
2181,336,contextual features
2182,336,argumentative essays
2183,336,syntax
2184,336,English
2185,336,"causal subordinators ""because"" ""since"" contextual features argumentative essays syntax English"
2186,337,Earth and Environmental Sciences
2187,337,Physics
2188,337,EISCAT
2189,337,European Incoherent SCATter Scientific Association
2190,337,History of Science
2191,337,Universitetet i Tromsø – Norges arktiske universitet
2192,337,University of Tromsø – The Arctic University of Norway
2193,337,Tromsø
2194,337,Ramfjordmoen
2195,337,EISCAT European Incoherent SCATter Scientific Association History of Science Universitetet i Tromsø – Norges arktiske universitet University of Tromsø – The Arctic University of Norway Tromsø Ramfjordmoen
2196,338,Earth and Environmental Sciences
2197,338,Physics
2198,338,EISCAT
2199,338,European Incoherent SCATter Scientific Association
2200,338,History of Science
2201,338,Universitetet i Tromsø – Norges arktiske universitet
2202,338,University of Tromsø – The Arctic University of Norway
2203,338,Tromsø
2204,338,Ramfjordmoen
2205,338,EISCAT European Incoherent SCATter Scientific Association History of Science Universitetet i Tromsø – Norges arktiske universitet University of Tromsø – The Arctic University of Norway Tromsø Ramfjordmoen
2206,339,Earth and Environmental Sciences
2207,339,Physics
2208,339,EISCAT
2209,339,European Incoherent SCATter Scientific Association
2210,339,History of Science
2211,339,Universitetet i Tromsø – Norges arktiske universitet
2212,339,University of Tromsø – The Arctic University of Norway
2213,339,Tromsø
2214,339,Ramfjordmoen
2215,339,EISCAT European Incoherent SCATter Scientific Association History of Science Universitetet i Tromsø – Norges arktiske universitet University of Tromsø – The Arctic University of Norway Tromsø Ramfjordmoen
2216,340,Arts and Humanities
2217,340,L2 acquisition
2218,340,German learner English
2219,340,rhotics
2220,340,linking-r
2221,340,rhoticity
2222,340,phonetics & phonology
2223,340,auditory data
2224,340,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2225,341,Arts and Humanities
2226,341,L2 acquisition
2227,341,German learner English
2228,341,rhotics
2229,341,linking-r
2230,341,rhoticity
2231,341,phonetics & phonology
2232,341,auditory data
2233,341,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2234,342,Arts and Humanities
2235,342,L2 acquisition
2236,342,German learner English
2237,342,rhotics
2238,342,linking-r
2239,342,rhoticity
2240,342,phonetics & phonology
2241,342,auditory data
2242,342,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2243,343,Arts and Humanities
2244,343,L2 acquisition
2245,343,German learner English
2246,343,rhotics
2247,343,linking-r
2248,343,rhoticity
2249,343,phonetics & phonology
2250,343,auditory data
2251,343,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2252,344,Arts and Humanities
2253,344,L2 acquisition
2254,344,German learner English
2255,344,rhotics
2256,344,linking-r
2257,344,rhoticity
2258,344,phonetics & phonology
2259,344,auditory data
2260,344,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2261,345,Arts and Humanities
2262,345,L2 acquisition
2263,345,German learner English
2264,345,rhotics
2265,345,linking-r
2266,345,rhoticity
2267,345,phonetics & phonology
2268,345,auditory data
2269,345,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2270,346,Arts and Humanities
2271,346,L2 acquisition
2272,346,German learner English
2273,346,rhotics
2274,346,linking-r
2275,346,rhoticity
2276,346,phonetics & phonology
2277,346,auditory data
2278,346,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2279,347,Arts and Humanities
2280,347,L2 acquisition
2281,347,German learner English
2282,347,rhotics
2283,347,linking-r
2284,347,rhoticity
2285,347,phonetics & phonology
2286,347,auditory data
2287,347,L2 acquisition German learner English rhotics linking-r rhoticity phonetics & phonology auditory data
2288,348,Other
2289,348,Maritime Education and Training
2290,348,Big Five personality traits
2291,348,Motivated Strategies for Learning Questionnaire
2292,348,Simulator training
2293,348,Marine engineering
2294,348,Nautical Science
2295,348,Education
2296,348,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2297,349,Other
2298,349,Maritime Education and Training
2299,349,Big Five personality traits
2300,349,Motivated Strategies for Learning Questionnaire
2301,349,Simulator training
2302,349,Marine engineering
2303,349,Nautical Science
2304,349,Education
2305,349,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2306,350,Other
2307,350,Maritime Education and Training
2308,350,Big Five personality traits
2309,350,Motivated Strategies for Learning Questionnaire
2310,350,Simulator training
2311,350,Marine engineering
2312,350,Nautical Science
2313,350,Education
2314,350,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2315,351,Other
2316,351,Maritime Education and Training
2317,351,Big Five personality traits
2318,351,Motivated Strategies for Learning Questionnaire
2319,351,Simulator training
2320,351,Marine engineering
2321,351,Nautical Science
2322,351,Education
2323,351,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2324,352,Other
2325,352,Maritime Education and Training
2326,352,Big Five personality traits
2327,352,Motivated Strategies for Learning Questionnaire
2328,352,Simulator training
2329,352,Marine engineering
2330,352,Nautical Science
2331,352,Education
2332,352,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2333,353,Other
2334,353,Maritime Education and Training
2335,353,Big Five personality traits
2336,353,Motivated Strategies for Learning Questionnaire
2337,353,Simulator training
2338,353,Marine engineering
2339,353,Nautical Science
2340,353,Education
2341,353,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2342,354,Other
2343,354,Maritime Education and Training
2344,354,Big Five personality traits
2345,354,Motivated Strategies for Learning Questionnaire
2346,354,Simulator training
2347,354,Marine engineering
2348,354,Nautical Science
2349,354,Education
2350,354,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2351,355,Other
2352,355,Maritime Education and Training
2353,355,Big Five personality traits
2354,355,Motivated Strategies for Learning Questionnaire
2355,355,Simulator training
2356,355,Marine engineering
2357,355,Nautical Science
2358,355,Education
2359,355,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2360,356,Other
2361,356,Maritime Education and Training
2362,356,Big Five personality traits
2363,356,Motivated Strategies for Learning Questionnaire
2364,356,Simulator training
2365,356,Marine engineering
2366,356,Nautical Science
2367,356,Education
2368,356,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2369,357,Other
2370,357,Maritime Education and Training
2371,357,Big Five personality traits
2372,357,Motivated Strategies for Learning Questionnaire
2373,357,Simulator training
2374,357,Marine engineering
2375,357,Nautical Science
2376,357,Education
2377,357,Maritime Education and Training Big Five personality traits Motivated Strategies for Learning Questionnaire Simulator training Marine engineering Nautical Science Education
2378,358,Engineering
2379,358,PermUniCompTemp
2380,358,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2381,359,Engineering
2382,359,PermUniCompTemp
2383,359,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2384,360,Engineering
2385,360,PermUniCompTemp
2386,360,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2387,361,Engineering
2388,361,PermUniCompTemp
2389,361,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2390,362,Engineering
2391,362,PermUniCompTemp
2392,362,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2393,363,Engineering
2394,363,PermUniCompTemp
2395,363,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2396,364,Engineering
2397,364,PermUniCompTemp
2398,364,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2399,365,Engineering
2400,365,PermUniCompTemp
2401,365,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2402,366,Engineering
2403,366,PermUniCompTemp
2404,366,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2405,367,Engineering
2406,367,PermUniCompTemp
2407,367,PermUniCompTemp (Permafrost uniaxial compression for different tempertures)
2408,368,Arts and Humanities
2409,368,Social Sciences
2410,368,early-learned verbs
2411,368,body parts
2412,368,lexico-semantic categories
2413,368,associations
2414,368,body maps
2415,368,Hebrew
2416,368,American English
2417,368,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2418,369,Arts and Humanities
2419,369,Social Sciences
2420,369,early-learned verbs
2421,369,body parts
2422,369,lexico-semantic categories
2423,369,associations
2424,369,body maps
2425,369,Hebrew
2426,369,American English
2427,369,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2428,370,Arts and Humanities
2429,370,Social Sciences
2430,370,early-learned verbs
2431,370,body parts
2432,370,lexico-semantic categories
2433,370,associations
2434,370,body maps
2435,370,Hebrew
2436,370,American English
2437,370,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2438,371,Arts and Humanities
2439,371,Social Sciences
2440,371,early-learned verbs
2441,371,body parts
2442,371,lexico-semantic categories
2443,371,associations
2444,371,body maps
2445,371,Hebrew
2446,371,American English
2447,371,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2448,372,Arts and Humanities
2449,372,Social Sciences
2450,372,early-learned verbs
2451,372,body parts
2452,372,lexico-semantic categories
2453,372,associations
2454,372,body maps
2455,372,Hebrew
2456,372,American English
2457,372,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2458,373,Arts and Humanities
2459,373,Social Sciences
2460,373,early-learned verbs
2461,373,body parts
2462,373,lexico-semantic categories
2463,373,associations
2464,373,body maps
2465,373,Hebrew
2466,373,American English
2467,373,early-learned verbs body parts lexico-semantic categories associations body maps Hebrew American English
2468,374,Arts and Humanities
2469,374,Scottish English
2470,374,questionnaire data
2471,374,morpho-syntax
2472,374,epistemic mustn't
2473,374,yous(e)
2474,374,extended use of the progressive
2475,374,quotative like
2476,374,World Englishes
2477,374,language variation
2478,374,Standard Scottish English
2479,374,Standard Southern British English
2480,374,eWAVE
2481,374,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2482,375,Arts and Humanities
2483,375,Scottish English
2484,375,questionnaire data
2485,375,morpho-syntax
2486,375,epistemic mustn't
2487,375,yous(e)
2488,375,extended use of the progressive
2489,375,quotative like
2490,375,World Englishes
2491,375,language variation
2492,375,Standard Scottish English
2493,375,Standard Southern British English
2494,375,eWAVE
2495,375,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2496,376,Arts and Humanities
2497,376,Scottish English
2498,376,questionnaire data
2499,376,morpho-syntax
2500,376,epistemic mustn't
2501,376,yous(e)
2502,376,extended use of the progressive
2503,376,quotative like
2504,376,World Englishes
2505,376,language variation
2506,376,Standard Scottish English
2507,376,Standard Southern British English
2508,376,eWAVE
2509,376,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2510,377,Arts and Humanities
2511,377,Scottish English
2512,377,questionnaire data
2513,377,morpho-syntax
2514,377,epistemic mustn't
2515,377,yous(e)
2516,377,extended use of the progressive
2517,377,quotative like
2518,377,World Englishes
2519,377,language variation
2520,377,Standard Scottish English
2521,377,Standard Southern British English
2522,377,eWAVE
2523,377,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2524,378,Arts and Humanities
2525,378,Scottish English
2526,378,questionnaire data
2527,378,morpho-syntax
2528,378,epistemic mustn't
2529,378,yous(e)
2530,378,extended use of the progressive
2531,378,quotative like
2532,378,World Englishes
2533,378,language variation
2534,378,Standard Scottish English
2535,378,Standard Southern British English
2536,378,eWAVE
2537,378,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2538,379,Arts and Humanities
2539,379,Scottish English
2540,379,questionnaire data
2541,379,morpho-syntax
2542,379,epistemic mustn't
2543,379,yous(e)
2544,379,extended use of the progressive
2545,379,quotative like
2546,379,World Englishes
2547,379,language variation
2548,379,Standard Scottish English
2549,379,Standard Southern British English
2550,379,eWAVE
2551,379,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2552,380,Arts and Humanities
2553,380,Scottish English
2554,380,questionnaire data
2555,380,morpho-syntax
2556,380,epistemic mustn't
2557,380,yous(e)
2558,380,extended use of the progressive
2559,380,quotative like
2560,380,World Englishes
2561,380,language variation
2562,380,Standard Scottish English
2563,380,Standard Southern British English
2564,380,eWAVE
2565,380,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2566,381,Arts and Humanities
2567,381,Scottish English
2568,381,questionnaire data
2569,381,morpho-syntax
2570,381,epistemic mustn't
2571,381,yous(e)
2572,381,extended use of the progressive
2573,381,quotative like
2574,381,World Englishes
2575,381,language variation
2576,381,Standard Scottish English
2577,381,Standard Southern British English
2578,381,eWAVE
2579,381,Scottish English questionnaire data morpho-syntax epistemic mustn't yous(e) extended use of the progressive quotative like World Englishes language variation Standard Scottish English Standard Southern British English eWAVE
2580,382,Arts and Humanities
2581,382,English
2582,382,Russian
2583,382,dative alternation
2584,382,transfer
2585,382,Processibility Theory
2586,382,grammaticality judgement task
2587,382,100-split task
2588,382,Double Object Construction
2589,382,to-dative construction
2590,382,Theme
2591,382,Recipient
2592,382,accusative
2593,382,dative
2594,382,rating experiment
2595,382,Foreign Language Acquisition
2596,382,English as a foreign language
2597,382,preposition
2598,382,case
2599,382,object order
2600,382,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2601,383,Arts and Humanities
2602,383,English
2603,383,Russian
2604,383,dative alternation
2605,383,transfer
2606,383,Processibility Theory
2607,383,grammaticality judgement task
2608,383,100-split task
2609,383,Double Object Construction
2610,383,to-dative construction
2611,383,Theme
2612,383,Recipient
2613,383,accusative
2614,383,dative
2615,383,rating experiment
2616,383,Foreign Language Acquisition
2617,383,English as a foreign language
2618,383,preposition
2619,383,case
2620,383,object order
2621,383,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2622,384,Arts and Humanities
2623,384,English
2624,384,Russian
2625,384,dative alternation
2626,384,transfer
2627,384,Processibility Theory
2628,384,grammaticality judgement task
2629,384,100-split task
2630,384,Double Object Construction
2631,384,to-dative construction
2632,384,Theme
2633,384,Recipient
2634,384,accusative
2635,384,dative
2636,384,rating experiment
2637,384,Foreign Language Acquisition
2638,384,English as a foreign language
2639,384,preposition
2640,384,case
2641,384,object order
2642,384,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2643,385,Arts and Humanities
2644,385,English
2645,385,Russian
2646,385,dative alternation
2647,385,transfer
2648,385,Processibility Theory
2649,385,grammaticality judgement task
2650,385,100-split task
2651,385,Double Object Construction
2652,385,to-dative construction
2653,385,Theme
2654,385,Recipient
2655,385,accusative
2656,385,dative
2657,385,rating experiment
2658,385,Foreign Language Acquisition
2659,385,English as a foreign language
2660,385,preposition
2661,385,case
2662,385,object order
2663,385,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2664,386,Arts and Humanities
2665,386,English
2666,386,Russian
2667,386,dative alternation
2668,386,transfer
2669,386,Processibility Theory
2670,386,grammaticality judgement task
2671,386,100-split task
2672,386,Double Object Construction
2673,386,to-dative construction
2674,386,Theme
2675,386,Recipient
2676,386,accusative
2677,386,dative
2678,386,rating experiment
2679,386,Foreign Language Acquisition
2680,386,English as a foreign language
2681,386,preposition
2682,386,case
2683,386,object order
2684,386,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2685,387,Arts and Humanities
2686,387,English
2687,387,Russian
2688,387,dative alternation
2689,387,transfer
2690,387,Processibility Theory
2691,387,grammaticality judgement task
2692,387,100-split task
2693,387,Double Object Construction
2694,387,to-dative construction
2695,387,Theme
2696,387,Recipient
2697,387,accusative
2698,387,dative
2699,387,rating experiment
2700,387,Foreign Language Acquisition
2701,387,English as a foreign language
2702,387,preposition
2703,387,case
2704,387,object order
2705,387,English Russian dative alternation transfer Processibility Theory grammaticality judgement task 100-split task Double Object Construction to-dative construction Theme Recipient accusative dative rating experiment Foreign Language Acquisition English as a foreign language preposition case object order
2706,388,Arts and Humanities
2707,388,Russian
2708,388,aspect
2709,388,prefixes
2710,388,classifiers
2711,388,Russian aspect prefixes classifiers
2712,388,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2713,389,Arts and Humanities
2714,389,Russian
2715,389,aspect
2716,389,prefixes
2717,389,classifiers
2718,389,Russian aspect prefixes classifiers
2719,389,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2720,390,Arts and Humanities
2721,390,Russian
2722,390,aspect
2723,390,prefixes
2724,390,classifiers
2725,390,Russian aspect prefixes classifiers
2726,390,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2727,391,Arts and Humanities
2728,391,Russian
2729,391,aspect
2730,391,prefixes
2731,391,classifiers
2732,391,Russian aspect prefixes classifiers
2733,391,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2734,392,Arts and Humanities
2735,392,Russian
2736,392,aspect
2737,392,prefixes
2738,392,classifiers
2739,392,Russian aspect prefixes classifiers
2740,392,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2741,393,Arts and Humanities
2742,393,Russian
2743,393,aspect
2744,393,prefixes
2745,393,classifiers
2746,393,Russian aspect prefixes classifiers
2747,393,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2748,394,Arts and Humanities
2749,394,Russian
2750,394,aspect
2751,394,prefixes
2752,394,classifiers
2753,394,Russian aspect prefixes classifiers
2754,394,Field: Morphology () Time-depth: synchronic () Topic: aspect () Topic: affixes
2755,395,Arts and Humanities
2756,395,Motion verbs
2757,395,Prepositions
2758,395,Brazilian Portuguese
2759,395,constructional variation
2760,395,Cognitive Grammar
2761,395,Motion verbs Prepositions Brazilian Portuguese constructional variation Cognitive Grammar
2762,396,Arts and Humanities
2763,396,Motion verbs
2764,396,Prepositions
2765,396,Brazilian Portuguese
2766,396,constructional variation
2767,396,Cognitive Grammar
2768,396,Motion verbs Prepositions Brazilian Portuguese constructional variation Cognitive Grammar
2769,397,Arts and Humanities
2770,397,Motion verbs
2771,397,Prepositions
2772,397,Brazilian Portuguese
2773,397,constructional variation
2774,397,Cognitive Grammar
2775,397,Motion verbs Prepositions Brazilian Portuguese constructional variation Cognitive Grammar
2776,398,Arts and Humanities
2777,398,expressivity
2778,398,regularity
2779,398,language evolution
2780,398,horizontal transmission
2781,398,vertical transmission
2782,398,compositionality
2783,398,expressivity regularity language evolution horizontal transmission vertical transmission compositionality
2784,398,Field: other () Time-depth: diachronic () Time-depth: synchronic Topic: others ()
2785,399,Medicine
2786,399,Health and Life Sciences
2787,399,Decorin
2788,399,Exercise
2789,399,Obesity
2790,399,Skeletal muscle
2791,399,Decorin Exercise Obesity Skeletal muscle
2792,400,Medicine
2793,400,Health and Life Sciences
2794,400,Decorin
2795,400,Exercise
2796,400,Obesity
2797,400,Skeletal muscle
2798,400,Decorin Exercise Obesity Skeletal muscle
2799,401,Medicine
2800,401,Health and Life Sciences
2801,401,Decorin
2802,401,Exercise
2803,401,Obesity
2804,401,Skeletal muscle
2805,401,Decorin Exercise Obesity Skeletal muscle
2806,402,Medicine
2807,402,Health and Life Sciences
2808,402,Decorin
2809,402,Exercise
2810,402,Obesity
2811,402,Skeletal muscle
2812,402,Decorin Exercise Obesity Skeletal muscle
2813,403,Medicine
2814,403,Health and Life Sciences
2815,403,Decorin
2816,403,Exercise
2817,403,Obesity
2818,403,Skeletal muscle
2819,403,Decorin Exercise Obesity Skeletal muscle
2820,404,Arts and Humanities
2821,404,metaphor
2822,404,corpus linguistics
2823,404,Norwegian language
2824,404,Second language acquisition
2825,404,L2 learner
2826,404,Metaphor Identification Procedure Vrije Universiteit (MIPVU)
2827,404,The Norwegian Second Language Corpus (ASK)
2828,404,metaphor corpus linguistics Norwegian language Second language acquisition L2 learner Metaphor Identification Procedure Vrije Universiteit (MIPVU) The Norwegian Second Language Corpus (ASK)
2829,405,Arts and Humanities
2830,405,metaphor
2831,405,corpus linguistics
2832,405,Norwegian language
2833,405,Second language acquisition
2834,405,L2 learner
2835,405,Metaphor Identification Procedure Vrije Universiteit (MIPVU)
2836,405,The Norwegian Second Language Corpus (ASK)
